season,week,home_team,away_team,home_conference,away_conference,home_score,away_score,spread,over_under,home_moneyline,away_moneyline,actual_margin,total_points,home_covered,over_hit,spread_error,spread_group
2021,9,Northwestern,Minnesota,Big Ten,Big Ten,14,41,7.5,44.0,,,-27,55,False,True,-34.5,Small Home Underdog
2021,9,Nebraska,Purdue,Big Ten,Big Ten,23,28,-7.5,54.0,,,-5,51,True,False,2.5,Small Home Favorite
2021,9,Stanford,Washington,Pac-12,Pac-12,13,20,-2.5,46.0,,,-7,33,False,False,-4.5,Small Home Favorite
2021,9,USC,Arizona,Pac-12,Pac-12,41,34,-21.5,55.5,,,7,75,True,True,28.5,Big Home Favorite
2021,9,Clemson,Florida State,ACC,ACC,30,20,-9.5,47.5,,,10,50,True,True,19.5,Small Home Favorite
2021,10,Ohio,Miami (OH),Mid-American,Mid-American,35,33,7.0,54.5,,,2,68,False,True,-5.0,Small Home Underdog
2021,10,Louisiana,Georgia State,Sun Belt,Sun Belt,21,17,-13.5,53.5,,,4,38,True,False,17.5,Small Home Favorite
2021,10,Northwestern,Iowa,Big Ten,Big Ten,12,17,12.0,40.5,,,-5,29,False,False,-17.0,Small Home Underdog
2021,10,South Carolina,Florida,SEC,SEC,40,17,20.5,52.0,,,23,57,True,True,2.5,Big Home Underdog
2021,10,Charlotte,Rice,Conference USA,Conference USA,31,24,-6.5,52.5,,,7,55,True,True,13.5,Small Home Favorite
2021,10,Kent State,Northern Illinois,Mid-American,Mid-American,52,47,-3.5,72.0,,,5,99,True,True,8.5,Small Home Favorite
2021,10,Michigan,Indiana,Big Ten,Big Ten,29,7,-20.5,51.0,,,22,36,True,False,42.5,Big Home Favorite
2021,10,Akron,Ball State,Mid-American,Mid-American,25,31,20.0,57.5,,,-6,56,False,False,-26.0,Big Home Underdog
2021,10,Arizona State,USC,Pac-12,Pac-12,31,16,-9.5,62.0,,,15,47,True,False,24.5,Small Home Favorite
2021,10,Stanford,Utah,Pac-12,Pac-12,7,52,11.0,51.5,,,-45,59,False,True,-56.0,Small Home Underdog
2021,10,Florida State,NC State,ACC,ACC,14,28,3.0,55.5,,,-14,42,False,False,-17.0,Small Home Underdog
2021,10,Louisville,Clemson,ACC,ACC,24,30,3.5,46.5,,,-6,54,False,True,-9.5,Small Home Underdog
2021,10,Southern Miss,North Texas,Conference USA,Conference USA,14,38,5.5,49.0,,,-24,52,False,True,-29.5,Small Home Underdog
2021,10,Arkansas,Mississippi State,SEC,SEC,31,28,-4.0,53.5,,,3,59,True,True,7.0,Small Home Favorite
2021,10,Purdue,Michigan State,Big Ten,Big Ten,40,29,2.5,53.5,,,11,69,True,True,8.5,Small Home Underdog
2021,10,East Carolina,Temple,American Athletic,American Athletic,45,3,-15.5,52.5,,,42,48,True,False,57.5,Big Home Favorite
2021,10,Notre Dame,Navy,FBS Independents,American Athletic,34,6,-21.0,47.5,,,28,40,True,False,49.0,Big Home Favorite
2021,10,Ole Miss,Liberty,SEC,FBS Independents,27,14,-7.5,67.0,,,13,41,True,False,20.5,Small Home Favorite
2021,10,Toledo,Eastern Michigan,Mid-American,Mid-American,49,52,-9.5,54.5,,,-3,101,True,True,6.5,Small Home Favorite
2021,10,Western Michigan,Central Michigan,Mid-American,Mid-American,30,42,-9.0,64.5,,,-12,72,False,True,-3.0,Small Home Favorite
2021,10,Minnesota,Illinois,Big Ten,Big Ten,6,14,-14.5,44.0,,,-8,20,True,False,6.5,Big Home Favorite
2021,10,Duke,Pittsburgh,ACC,ACC,29,54,21.0,64.5,,,-25,83,False,True,-46.0,Big Home Underdog
2021,10,Rutgers,Wisconsin,Big Ten,Big Ten,3,52,13.0,37.5,,,-49,55,False,True,-62.0,Small Home Underdog
2021,10,Nebraska,Ohio State,Big Ten,Big Ten,17,26,14.0,67.5,,,-9,43,False,False,-23.0,Big Home Underdog
2021,10,Air Force,Army,Mountain West,FBS Independents,14,21,-2.5,37.5,,,-7,35,False,False,-4.5,Small Home Favorite
2021,10,Alabama,LSU,SEC,SEC,20,14,-29.0,67.0,,,6,34,True,False,35.0,Big Home Favorite
2021,10,Miami,Georgia Tech,ACC,ACC,33,30,-10.0,63.0,,,3,63,True,False,13.0,Small Home Favorite
2021,10,North Carolina,Wake Forest,ACC,ACC,58,55,-2.5,78.0,,,3,113,True,True,5.5,Small Home Favorite
2021,10,Florida International,Old Dominion,Conference USA,Conference USA,24,47,3.0,50.0,,,-23,71,False,True,-26.0,Small Home Underdog
2021,10,UTEP,UTSA,Conference USA,Conference USA,23,44,11.5,53.0,,,-21,67,False,True,-32.5,Small Home Underdog
2021,10,Boston College,Virginia Tech,ACC,ACC,17,3,1.0,51.0,,,14,20,True,False,13.0,Small Home Underdog
2021,10,Kentucky,Tennessee,SEC,SEC,42,45,1.0,57.5,,,-3,87,False,True,-4.0,Small Home Underdog
2021,10,Georgia,Missouri,SEC,SEC,43,6,-40.0,59.5,,,37,49,True,False,77.0,Big Home Favorite
2021,10,Texas A&M,Auburn,SEC,SEC,20,3,-4.5,49.5,,,17,23,True,False,21.5,Small Home Favorite
2021,11,Temple,Houston,American Athletic,American Athletic,8,37,24.5,52.5,,,-29,45,False,False,-53.5,Big Home Underdog
2021,11,Penn State,Michigan,Big Ten,Big Ten,17,21,2.5,48.5,,,-4,38,False,False,-6.5,Small Home Underdog
2021,11,Kansas State,West Virginia,Big 12,Big 12,34,17,-6.0,47.0,,,17,51,True,True,23.0,Small Home Favorite
2021,11,Northern Illinois,Ball State,Mid-American,Mid-American,30,29,2.5,60.0,,,1,59,False,False,-1.5,Small Home Underdog
2021,11,Louisville,Syracuse,ACC,ACC,41,3,-3.0,55.5,,,38,44,True,False,41.0,Small Home Favorite
2021,11,Michigan State,Maryland,Big Ten,Big Ten,40,21,-11.5,60.5,,,19,61,True,True,30.5,Small Home Favorite
2021,11,Iowa,Minnesota,Big Ten,Big Ten,27,22,-4.0,37.0,,,5,49,True,True,9.0,Small Home Favorite
2021,11,Wake Forest,NC State,ACC,ACC,45,42,-1.0,64.5,,,3,87,True,True,4.0,Small Home Favorite
2021,11,Clemson,UConn,ACC,FBS Independents,44,7,-40.5,50.5,,,37,51,True,True,77.5,Big Home Favorite
2021,11,Georgia Tech,Boston College,ACC,ACC,30,41,1.5,55.5,,,-11,71,False,True,-12.5,Small Home Underdog
2021,11,Baylor,Oklahoma,Big 12,Big 12,27,14,4.0,62.5,,,13,41,True,False,9.0,Small Home Underdog
2021,11,Coastal Carolina,Georgia State,Sun Belt,Sun Belt,40,42,-12.5,53.5,,,-2,82,True,True,10.5,Small Home Favorite
2021,11,Virginia Tech,Duke,ACC,ACC,48,17,-13.0,50.5,,,31,65,True,True,44.0,Small Home Favorite
2021,11,Oklahoma State,TCU,Big 12,Big 12,63,17,-11.0,54.0,,,46,80,True,True,57.0,Small Home Favorite
2021,11,UL Monroe,Arkansas State,Sun Belt,Sun Belt,24,27,-3.0,66.5,,,-3,51,False,False,0.0,Small Home Favorite
2021,11,SMU,UCF,American Athletic,American Athletic,55,28,-7.0,61.5,,,27,83,True,True,34.0,Small Home Favorite
2021,11,Texas,Kansas,Big 12,Big 12,56,57,-31.0,61.5,,,-1,113,True,True,30.0,Big Home Favorite
2021,11,Memphis,East Carolina,American Athletic,American Athletic,29,30,-4.0,58.5,,,-1,59,True,True,3.0,Small Home Favorite
2021,11,Old Dominion,Florida Atlantic,Conference USA,Conference USA,30,16,6.5,48.0,,,14,46,True,False,7.5,Small Home Underdog
2021,11,Rice,Western Kentucky,Conference USA,Conference USA,21,42,19.0,61.5,,,-21,63,False,True,-40.0,Big Home Underdog
2021,11,Oregon State,Stanford,Pac-12,Pac-12,35,14,-12.5,56.5,,,21,49,True,False,33.5,Small Home Favorite
2021,11,Texas Tech,Iowa State,Big 12,Big 12,41,38,12.5,55.5,,,3,79,False,True,-9.5,Small Home Underdog
2021,11,Pittsburgh,North Carolina,ACC,ACC,30,23,-6.5,72.0,,,7,53,True,False,13.5,Small Home Favorite
2021,11,Florida State,Miami,ACC,ACC,31,28,2.5,61.5,,,3,59,True,False,0.5,Small Home Underdog
2021,11,App State,South Alabama,Sun Belt,Sun Belt,31,7,-21.5,52.0,,,24,38,True,False,45.5,Big Home Favorite
2021,11,Ohio State,Purdue,Big Ten,Big Ten,59,31,-19.0,65.0,,,28,90,True,True,47.0,Big Home Favorite
2021,11,Wisconsin,Northwestern,Big Ten,Big Ten,35,7,-25.5,41.5,,,28,42,True,True,53.5,Big Home Favorite
2021,11,UNLV,Hawai'i,Mountain West,Mountain West,27,13,3.5,55.5,,,14,40,True,False,10.5,Small Home Underdog
2021,11,Marshall,UAB,Conference USA,Conference USA,14,21,-4.5,55.5,,,-7,35,False,False,-2.5,Small Home Favorite
2021,11,San José State,Utah State,Mountain West,Mountain West,17,48,-4.5,58.0,,,-31,65,False,True,-26.5,Small Home Favorite
2021,11,Massachusetts,Maine,FBS Independents,CAA,10,35,5.0,58.5,,,-25,45,False,False,-30.0,Small Home Underdog
2021,11,Oregon,Washington State,Pac-12,Pac-12,38,24,-13.5,57.5,,,14,62,True,True,27.5,Small Home Favorite
2021,11,UTSA,Southern Miss,Conference USA,Conference USA,27,17,-32.5,54.5,,,10,44,True,False,42.5,Big Home Favorite
2021,11,Tulane,Tulsa,American Athletic,American Athletic,13,20,3.0,55.5,,,-7,33,False,False,-10.0,Small Home Underdog
2021,11,North Texas,UTEP,Conference USA,Conference USA,20,17,-1.0,55.0,,,3,37,True,False,4.0,Small Home Favorite
2021,11,Texas State,Georgia Southern,Sun Belt,Sun Belt,30,38,-2.0,52.0,,,-8,68,False,True,-6.0,Small Home Favorite
2021,11,Virginia,Notre Dame,ACC,FBS Independents,3,28,8.5,62.0,,,-25,31,False,False,-33.5,Small Home Underdog
2021,12,Tennessee,South Alabama,SEC,Sun Belt,60,14,-28.5,61.5,,,46,74,True,True,74.5,Big Home Favorite
2021,12,Oregon State,Arizona State,Pac-12,Pac-12,24,10,3.0,59.0,,,14,34,True,False,11.0,Small Home Underdog
2021,12,Nevada,Air Force,Mountain West,Mountain West,39,41,1.5,54.5,,,-2,80,False,True,-3.5,Small Home Underdog
2021,12,Duke,Louisville,ACC,ACC,22,62,20.0,60.5,,,-40,84,False,True,-60.0,Big Home Underdog
2021,12,Miami (OH),Bowling Green,Mid-American,Mid-American,34,7,-17.0,52.0,,,27,41,True,False,44.0,Big Home Favorite
2021,12,Utah State,Wyoming,Mountain West,Mountain West,17,44,-5.5,52.0,,,-27,61,False,True,-21.5,Small Home Favorite
2021,12,Alabama,Arkansas,SEC,SEC,42,35,-20.5,58.5,,,7,77,True,True,27.5,Big Home Favorite
2021,12,Middle Tennessee,Old Dominion,Conference USA,Conference USA,17,24,-3.0,49.0,,,-7,41,False,False,-4.0,Small Home Favorite
2021,12,Miami,Virginia Tech,ACC,ACC,38,26,-7.0,55.5,,,12,64,True,True,19.0,Small Home Favorite
2021,12,Ball State,Central Michigan,Mid-American,Mid-American,17,37,2.5,57.0,,,-20,54,False,False,-22.5,Small Home Underdog
2021,12,Charlotte,Marshall,Conference USA,Conference USA,28,49,14.5,62.0,,,-21,77,False,True,-35.5,Big Home Underdog
2021,12,Utah,Oregon,Pac-12,Pac-12,38,7,-3.0,58.5,,,31,45,True,False,34.0,Small Home Favorite
2021,12,North Carolina,Wofford,ACC,Southern,34,14,-37.0,62.0,,,20,48,True,False,57.0,Big Home Favorite
2021,12,Buffalo,Northern Illinois,Mid-American,Mid-American,27,33,1.5,59.0,,,-6,60,False,True,-7.5,Small Home Underdog
2021,12,Georgia,Charleston Southern,SEC,Big South,56,7,-52.5,59.5,,,49,63,True,True,101.5,Big Home Favorite
2021,12,Boise State,New Mexico,Mountain West,Mountain West,37,0,-27.5,48.0,,,37,37,True,False,64.5,Big Home Favorite
2021,12,Liberty,Louisiana,FBS Independents,Sun Belt,14,42,-4.5,53.5,,,-28,56,False,True,-23.5,Small Home Favorite
2021,12,Colorado,Washington,Pac-12,Pac-12,20,17,6.5,43.0,,,3,37,False,False,-3.5,Small Home Underdog
2021,12,Indiana,Minnesota,Big Ten,Big Ten,14,35,7.5,43.5,,,-21,49,False,True,-28.5,Small Home Underdog
2021,12,Hawai'i,Colorado State,Mountain West,Mountain West,50,45,3.0,53.5,,,5,95,True,True,2.0,Small Home Underdog
2021,12,UNLV,San Diego State,Mountain West,Mountain West,20,28,11.0,41.0,,,-8,48,False,True,-19.0,Small Home Underdog
2021,12,Kentucky,New Mexico State,SEC,FBS Independents,56,16,-35.5,61.0,,,40,72,True,True,75.5,Big Home Favorite
2021,12,Penn State,Rutgers,Big Ten,Big Ten,28,0,-14.0,45.0,,,28,28,True,False,42.0,Big Home Favorite
2021,12,Eastern Michigan,Western Michigan,Mid-American,Mid-American,22,21,6.0,66.0,,,1,43,False,False,-5.0,Small Home Underdog
2021,12,Ohio,Toledo,Mid-American,Mid-American,23,35,7.5,57.5,,,-12,58,False,True,-19.5,Small Home Underdog
2021,12,USC,UCLA,Pac-12,Pac-12,33,62,3.5,65.5,,,-29,95,False,True,-32.5,Small Home Underdog
2021,12,Houston,Memphis,American Athletic,American Athletic,31,13,-9.5,59.0,,,18,44,True,False,27.5,Small Home Favorite
2021,12,Northwestern,Purdue,Big Ten,Big Ten,14,32,11.0,47.5,,,-18,46,False,False,-29.0,Small Home Underdog
2021,12,Washington State,Arizona,Pac-12,Pac-12,44,18,-14.5,52.5,,,26,62,True,True,40.5,Big Home Favorite
2021,12,UCF,UConn,American Athletic,FBS Independents,49,17,-30.0,55.5,,,32,66,True,True,62.0,Big Home Favorite
2021,12,UTEP,Rice,Conference USA,Conference USA,38,28,-9.0,47.0,,,10,66,True,True,19.0,Small Home Favorite
2021,13,Auburn,Alabama,SEC,SEC,22,24,20.5,57.0,,,-2,46,False,False,-22.5,Big Home Underdog
2021,13,Stanford,Notre Dame,Pac-12,FBS Independents,14,45,21.0,53.0,,,-31,59,False,True,-52.0,Big Home Underdog
2021,13,Northern Illinois,Western Michigan,Mid-American,Mid-American,21,42,7.0,58.5,,,-21,63,False,True,-28.0,Small Home Underdog
2021,13,Georgia Tech,Georgia,ACC,SEC,0,45,35.5,54.5,,,-45,45,False,False,-80.5,Big Home Underdog
2021,13,Iowa State,TCU,Big 12,Big 12,48,14,-15.5,61.5,,,34,62,True,True,49.5,Big Home Favorite
2021,13,Louisville,Kentucky,ACC,SEC,21,52,-3.0,57.5,,,-31,73,False,True,-28.0,Small Home Favorite
2021,13,Oregon,Oregon State,Pac-12,Pac-12,38,29,-7.5,61.5,,,9,67,True,True,16.5,Small Home Favorite
2021,13,Louisiana,UL Monroe,Sun Belt,Sun Belt,21,16,-21.5,55.0,,,5,37,True,False,26.5,Big Home Favorite
2021,13,Georgia State,Troy,Sun Belt,Sun Belt,37,10,-6.5,49.5,,,27,47,True,False,33.5,Small Home Favorite
2021,13,Michigan,Ohio State,Big Ten,Big Ten,42,27,6.5,64.5,,,15,69,True,True,8.5,Small Home Underdog
2021,13,Rutgers,Maryland,Big Ten,Big Ten,16,40,-1.5,53.0,,,-24,56,False,True,-22.5,Small Home Favorite
2021,13,North Texas,UTSA,Conference USA,Conference USA,45,23,8.5,59.5,,,22,68,True,True,13.5,Small Home Underdog
2021,13,Tennessee,Vanderbilt,SEC,SEC,45,21,-32.0,64.5,,,24,66,True,True,56.0,Big Home Favorite
2021,13,Syracuse,Pittsburgh,ACC,ACC,14,31,12.5,58.5,,,-17,45,False,False,-29.5,Small Home Underdog
2021,13,Illinois,Northwestern,Big Ten,Big Ten,47,14,-7.0,44.5,,,33,61,True,True,40.0,Small Home Favorite
2021,13,Boston College,Wake Forest,ACC,ACC,10,41,6.5,64.5,,,-31,51,False,False,-37.5,Small Home Underdog
2021,13,Oklahoma State,Oklahoma,Big 12,Big 12,37,33,-4.0,49.5,,,4,70,True,True,8.0,Small Home Favorite
2021,13,Purdue,Indiana,Big Ten,Big Ten,44,7,-17.5,50.5,,,37,51,True,True,54.5,Big Home Favorite
2021,13,LSU,Texas A&M,SEC,SEC,27,24,6.5,46.5,,,3,51,False,True,-3.5,Small Home Underdog
2021,13,New Mexico State,Massachusetts,FBS Independents,FBS Independents,44,27,-7.0,59.0,,,17,71,True,True,24.0,Small Home Favorite
2021,13,Michigan State,Penn State,Big Ten,Big Ten,30,27,4.5,51.5,,,3,57,False,True,-1.5,Small Home Underdog
2021,13,Ball State,Buffalo,Mid-American,Mid-American,20,3,-6.0,59.5,,,17,23,True,False,23.0,Small Home Favorite
2021,13,Virginia,Virginia Tech,ACC,ACC,24,29,-7.0,63.5,,,-5,53,True,False,2.0,Small Home Favorite
2021,13,San José State,Fresno State,Mountain West,Mountain West,9,40,7.0,52.5,,,-31,49,False,False,-38.0,Small Home Underdog
2021,13,Baylor,Texas Tech,Big 12,Big 12,27,24,-14.0,51.5,,,3,51,True,False,17.0,Big Home Favorite
2021,13,Duke,Miami,ACC,ACC,10,47,20.5,67.0,,,-37,57,False,False,-57.5,Big Home Underdog
2021,13,Kansas,West Virginia,Big 12,Big 12,28,34,15.5,55.5,,,-6,62,False,True,-21.5,Big Home Underdog
2021,13,Florida,Florida State,SEC,ACC,24,21,-4.0,58.5,,,3,45,True,False,7.0,Small Home Favorite
2021,13,Arizona State,Arizona,Pac-12,Pac-12,38,15,-20.0,53.0,,,23,53,True,False,43.0,Big Home Favorite
2021,13,Minnesota,Wisconsin,Big Ten,Big Ten,23,13,7.0,39.0,,,10,36,True,False,3.0,Small Home Underdog
2021,13,NC State,North Carolina,ACC,ACC,34,30,-6.5,61.0,,,4,64,True,True,10.5,Small Home Favorite
2021,13,UCLA,California,Pac-12,Pac-12,42,14,-6.5,58.5,,,28,56,True,False,34.5,Small Home Favorite
2021,13,Liberty,Army,FBS Independents,FBS Independents,16,31,-3.5,52.5,,,-15,47,False,False,-11.5,Small Home Favorite
2021,14,Wake Forest,Pittsburgh,ACC,ACC,21,45,3.5,72.5,,,-24,66,False,False,-27.5,Small Home Underdog
2021,14,UTSA,Western Kentucky,Conference USA,Conference USA,49,41,3.5,74.5,,,8,90,True,True,4.5,Small Home Underdog
2021,14,California,USC,Pac-12,Pac-12,24,14,-4.5,57.5,,,10,38,True,False,14.5,Small Home Favorite
2021,14,Northern Illinois,Kent State,Mid-American,Mid-American,41,23,4.0,75.5,,,18,64,True,False,14.0,Small Home Underdog
2021,14,Alabama,Georgia,SEC,SEC,41,24,6.5,49.0,,,17,65,True,True,10.5,Small Home Underdog
2021,14,Louisiana,App State,Sun Belt,Sun Belt,24,16,2.5,52.0,,,8,40,True,False,5.5,Small Home Underdog
2021,14,Oklahoma State,Baylor,Big 12,Big 12,16,21,-7.0,45.0,,,-5,37,True,False,2.0,Small Home Favorite
2021,14,San Diego State,Utah State,Mountain West,Mountain West,13,46,-6.5,49.5,,,-33,59,False,True,-26.5,Small Home Favorite
2021,14,Cincinnati,Houston,American Athletic,American Athletic,35,20,-10.5,52.5,,,15,55,True,True,25.5,Small Home Favorite
2021,14,Utah,Oregon,Pac-12,Pac-12,38,10,-3.0,57.5,,,28,48,True,False,31.0,Small Home Favorite
2021,14,Iowa,Michigan,Big Ten,Big Ten,3,42,12.0,44.0,,,-39,45,False,True,-51.0,Small Home Underdog
2021,15,Army,Navy,FBS Independents,American Athletic,13,17,7.0,35.5,,,-4,30,False,False,-11.0,Small Home Underdog
2021,1,Eastern Michigan,St. Francis (PA),Mid-American,NEC,35,15,-34.0,54.5,,,20,50,True,False,54.0,Big Home Favorite
2021,3,Missouri,Southeast Missouri State,SEC,OVC,59,28,-34.5,59.0,,,31,87,True,True,65.5,Big Home Favorite
2021,1,UTEP,Bethune-Cookman,Conference USA,SWAC,38,28,-20.5,52.5,,,10,66,True,True,30.5,Big Home Favorite
2022,1,Georgia Tech,Clemson,ACC,ACC,10,41,24.5,51.5,,,-31,51,False,False,-55.5,Big Home Underdog
2022,7,St. Thomas (MN),Drake,Pioneer,Pioneer,26,14,-16.5,45.0,,,12,40,True,False,28.5,Big Home Favorite
2022,7,Alabama State,Mississippi Valley State,SWAC,SWAC,24,9,-18.0,37.5,,,15,33,True,False,33.0,Big Home Favorite
2022,7,Illinois State,South Dakota,MVFC,MVFC,12,10,1.5,40.0,,,2,22,True,False,0.5,Small Home Underdog
2022,7,Youngstown State,Indiana State,MVFC,MVFC,48,42,-12.0,48.0,,,6,90,True,True,18.0,Small Home Favorite
2022,7,Southern Illinois,Western Illinois,MVFC,MVFC,30,7,-25.0,59.5,,,23,37,True,False,48.0,Big Home Favorite
2022,7,North Dakota State,South Dakota State,MVFC,MVFC,21,23,-4.0,46.0,,,-2,44,True,False,2.0,Small Home Favorite
2022,7,Valparaiso,Butler,Pioneer,Pioneer,25,26,-10.5,48.5,,,-1,51,True,True,9.5,Small Home Favorite
2022,7,Furman,Western Carolina,Southern,Southern,47,40,-9.5,58.5,,,7,87,True,True,16.5,Small Home Favorite
2022,4,Oklahoma,Kansas State,Big 12,Big 12,34,41,-13.5,53.0,,,-7,75,True,True,6.5,Small Home Favorite
2022,4,Texas A&M,Arkansas,SEC,SEC,23,21,-1.5,51.0,,,2,44,True,False,3.5,Small Home Favorite
2022,4,Iowa State,Baylor,Big 12,Big 12,24,31,-2.5,45.0,,,-7,55,False,True,-4.5,Small Home Favorite
2022,4,Texas Tech,Texas,Big 12,Big 12,37,34,7.0,60.5,,,3,71,False,True,-4.0,Small Home Underdog
2022,4,Kansas,Duke,Big 12,ACC,35,27,-7.0,65.5,,,8,62,True,False,15.0,Small Home Favorite
2022,8,East Carolina,UCF,American Athletic,American Athletic,34,13,5.5,63.5,,,21,47,True,False,15.5,Small Home Underdog
2022,8,Ohio,Northern Illinois,Mid-American,Mid-American,24,17,2.5,65.5,,,7,41,True,False,4.5,Small Home Underdog
2022,8,James Madison,Marshall,Sun Belt,Sun Belt,12,26,-9.5,48.5,,,-14,38,False,False,-4.5,Small Home Favorite
2022,8,Louisiana,Arkansas State,Sun Belt,Sun Belt,38,18,-6.5,51.0,,,20,56,True,True,26.5,Small Home Favorite
2022,8,Texas State,Southern Miss,Sun Belt,Sun Belt,14,20,2.5,43.0,,,-6,34,False,False,-8.5,Small Home Underdog
2022,10,Ohio,Buffalo,Mid-American,Mid-American,45,24,2.5,61.0,,,21,69,True,True,18.5,Small Home Underdog
2022,7,Ole Miss,Auburn,SEC,SEC,48,34,-15.5,55.0,,,14,82,True,True,29.5,Big Home Favorite
2022,7,Florida,LSU,SEC,SEC,35,45,-2.0,51.5,,,-10,80,False,True,-8.0,Small Home Favorite
2022,8,Army,UL Monroe,FBS Independents,Sun Belt,48,24,-6.5,55.5,,,24,72,True,True,30.5,Small Home Favorite
2022,8,Kent State,Akron,Mid-American,Mid-American,33,27,-15.5,65.0,,,6,60,True,False,21.5,Big Home Favorite
2022,10,Northern Illinois,Central Michigan,Mid-American,Mid-American,22,35,-4.5,53.5,,,-13,57,False,True,-8.5,Small Home Favorite
2022,8,Buffalo,Toledo,Mid-American,Mid-American,34,27,7.0,56.0,,,7,61,False,True,0.0,Small Home Underdog
2022,8,Central Michigan,Bowling Green,Mid-American,Mid-American,18,34,-6.5,50.5,,,-16,52,False,True,-9.5,Small Home Favorite
2022,8,Ball State,Eastern Michigan,Mid-American,Mid-American,16,20,-2.5,57.5,,,-4,36,False,False,-1.5,Small Home Favorite
2022,8,Nicholls,McNeese,Southland,Southland,40,35,-2.5,54.5,,,5,75,True,True,7.5,Small Home Favorite
2022,11,Florida International,Florida Atlantic,Conference USA,Conference USA,7,52,15.5,54.5,,,-45,59,False,True,-60.5,Big Home Underdog
2022,3,Wyoming,Air Force,Mountain West,Mountain West,17,14,16.5,47.0,,,3,31,False,False,-13.5,Big Home Underdog
2022,11,Howard,South Carolina State,MEAC,MEAC,28,14,-2.5,54.5,,,14,42,True,False,16.5,Small Home Favorite
2022,3,Ohio State,Toledo,Big Ten,Mid-American,77,21,-31.0,63.0,,,56,98,True,True,87.0,Big Home Favorite
2022,3,Clemson,Louisiana Tech,ACC,Conference USA,48,20,-33.5,53.5,,,28,68,True,True,61.5,Big Home Favorite
2022,3,Western Michigan,Pittsburgh,Mid-American,ACC,13,34,10.0,46.0,,,-21,47,False,True,-31.0,Small Home Underdog
2022,3,Coastal Carolina,Buffalo,Sun Belt,Mid-American,38,26,-12.0,59.5,,,12,64,True,True,24.0,Small Home Favorite
2022,3,Temple,Rutgers,American Athletic,Big Ten,14,16,18.0,42.5,,,-2,30,False,False,-20.0,Big Home Underdog
2022,3,Virginia,Old Dominion,ACC,Sun Belt,16,14,-8.5,52.5,,,2,30,True,False,10.5,Small Home Favorite
2022,3,Notre Dame,California,FBS Independents,Pac-12,24,17,-13.5,41.0,,,7,41,True,False,20.5,Small Home Favorite
2022,3,UNLV,North Texas,Mountain West,Conference USA,58,27,-2.5,62.5,,,31,85,True,True,33.5,Small Home Favorite
2022,3,Minnesota,Colorado,Big Ten,Pac-12,49,7,-28.0,47.5,,,42,56,True,True,70.0,Big Home Favorite
2022,3,App State,Troy,Sun Belt,Sun Belt,32,28,-14.0,52.0,,,4,60,True,True,18.0,Big Home Favorite
2022,3,UAB,Georgia Southern,Conference USA,Sun Belt,35,21,-11.5,59.0,,,14,56,True,False,25.5,Small Home Favorite
2022,3,Bowling Green,Marshall,Mid-American,Sun Belt,34,31,17.0,50.0,,,3,65,False,True,-14.0,Big Home Underdog
2022,3,Georgia State,Charlotte,Sun Belt,Conference USA,41,42,-19.5,63.5,,,-1,83,True,True,18.5,Big Home Favorite
2022,3,Florida Atlantic,UCF,Conference USA,American Athletic,14,40,7.5,61.5,,,-26,54,False,False,-33.5,Small Home Underdog
2022,3,Arizona State,Eastern Michigan,Pac-12,Mid-American,21,30,-20.5,56.5,,,-9,51,True,False,11.5,Big Home Favorite
2022,10,Old Dominion,Marshall,Sun Belt,Sun Belt,0,12,3.5,46.5,,,-12,12,False,False,-15.5,Small Home Underdog
2022,10,Southern Miss,Georgia State,Sun Belt,Sun Belt,14,42,-2.0,48.0,,,-28,56,False,True,-26.0,Small Home Favorite
2022,10,Georgia Southern,South Alabama,Sun Belt,Sun Belt,31,38,3.5,60.5,,,-7,69,False,True,-10.5,Small Home Underdog
2022,10,Louisiana,Troy,Sun Belt,Sun Belt,17,23,3.5,42.5,,,-6,40,False,False,-9.5,Small Home Underdog
2022,10,UL Monroe,Texas State,Sun Belt,Sun Belt,31,30,-2.5,52.5,,,1,61,True,True,3.5,Small Home Favorite
2022,3,Memphis,Arkansas State,American Athletic,Sun Belt,44,32,-14.5,64.5,,,12,76,True,True,26.5,Big Home Favorite
2022,3,Rice,Louisiana,Conference USA,Sun Belt,33,21,11.5,52.0,,,12,54,True,True,0.5,Small Home Underdog
2022,11,Campbell,Gardner-Webb,Big South,Big South,35,42,2.0,61.5,,,-7,77,False,True,-9.0,Small Home Underdog
2022,4,Missouri State,South Dakota State,MVFC,MVFC,14,28,2.0,52.5,,,-14,42,False,False,-16.0,Small Home Underdog
2022,4,Southern Illinois,North Dakota,MVFC,MVFC,34,17,-4.0,60.0,,,17,51,True,False,21.0,Small Home Favorite
2022,4,UT Martin,Lindenwood,OVC,OVC,56,26,-27.5,51.5,,,30,82,True,True,57.5,Big Home Favorite
2022,4,William & Mary,Elon,CAA,CAA,31,35,-6.5,50.0,,,-4,66,True,True,2.5,Small Home Favorite
2022,4,Villanova,Monmouth,CAA,CAA,42,49,-10.5,60.5,,,-7,91,True,True,3.5,Small Home Favorite
2022,4,Jackson State,Mississippi Valley State,SWAC,SWAC,49,7,-40.0,51.5,,,42,56,True,True,82.0,Big Home Favorite
2022,4,UAlbany,Central Connecticut,CAA,NEC,45,26,-17.0,48.0,,,19,71,True,True,36.0,Big Home Favorite
